Crime ID,Offense Datetime,Reported Datetime,UCR Incident Code,Block,Street Name,Street_Address,City,State,ZIP Code,Full_Address,Latitude,Longitude,UCR Category,UCR Description,NIBRS Group,NIBRS Offense Group,Ward,Precinct,ObjectId,x,y
2604026571ME,4/19/2026 11:03:00 PM,4/19/2026 11:15:00 PM,290,7400,WINCHESTER RD,7400 WINCHESTER RD,MEMPHIS,TN,38125,7400 WINCHESTER RD MEMPHIS TN 38125,35.051,-89.814,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,A,CRIMES AGAINST PROPERTY,925,RIDGEWAY,720216,-9998048.74610707,4170814.00200148
2604026450ME,4/19/2026 4:18:00 PM,4/19/2026 4:18:00 PM,23F,3600,ROCKWOOD AVE,3600 ROCKWOOD AVE,MEMPHIS,TN,38111,3600 ROCKWOOD AVE MEMPHIS TN 38111,35.164,-89.94,LARCENY/THEFT,THEFT FROM A MOTOR VEHICLE,A,CRIMES AGAINST PROPERTY,526,TILLMAN,720217,-10012075.001947,4186190.48348215
2604026569ME,4/19/2026 11:00:00 PM,4/19/2026 11:13:00 PM,13A,5300,MILL BRANCH RD,5300 MILL BRANCH RD,MEMPHIS,TN,38116,5300 MILL BRANCH RD MEMPHIS TN 38116,35.004,-90.008,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,A,CRIMES AGAINST PERSONS,221,RAINES,720221,-10019644.727321,4164424.74137375
2604026618ME,4/20/2026 2:00:00 AM,4/20/2026 2:30:00 AM,520,1000,UNION AVE,1000 UNION AVE,MEMPHIS,TN,38104,1000 UNION AVE MEMPHIS TN 38104,35.137,-90.027,WEAPON LAW VIOLATION,WEAPON LAW VIOL,A,CRIMES AGAINST SOCIETY,621,NORTH MAIN,720223,-10021759.797646,4182514.51757131
2604026617ME,4/20/2026 1:57:00 AM,4/20/2026 2:26:00 AM,280,1000,UNION AVE,1000 UNION AVE,MEMPHIS,TN,38109,1000 UNION AVE MEMPHIS TN 38109,35.137,-90.027,STOLEN PROPERTY,STOLEN PROPERTY,A,CRIMES AGAINST PROPERTY,624,NORTH MAIN,720225,-10021759.797646,4182514.51757131
2604026489ME,4/19/2026 6:45:00 PM,4/19/2026 7:21:00 PM,290,3300,POWELL AVE,3300 POWELL AVE,MEMPHIS,TN,38112,3300 POWELL AVE MEMPHIS TN 38112,35.154,-89.949,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,A,CRIMES AGAINST PROPERTY,524,TILLMAN,720227,-10013076.8773642,4184828.87239948
2604026493ME,4/19/2026 7:00:00 PM,4/19/2026 7:28:00 PM,23C,4200,MACON RD,4200 MACON RD,MEMPHIS,TN,38108,4200 MACON RD MEMPHIS TN 38108,35.162,-89.918,LARCENY/THEFT,SHOPLIFTING,A,CRIMES AGAINST PROPERTY,525,TILLMAN,720232,-10009625.9731496,4185918.14787406
2604026631ME,4/20/2026 2:30:00 AM,4/20/2026 3:04:00 AM,23C,5900,WINCHESTER RD,5900 WINCHESTER RD,MEMPHIS,TN,38115,5900 WINCHESTER RD MEMPHIS TN 38115,35.049,-89.865,LARCENY/THEFT,SHOPLIFTING,A,CRIMES AGAINST PROPERTY,924,RIDGEWAY,720233,-10003726.0401375,4170542.04370761
2604026669ME,4/20/2026 6:00:00 AM,4/20/2026 6:52:00 AM,13A,3700,MOUNTAIN TERRACE ST,3700 MOUNTAIN TERRACE ST,MEMPHIS,TN,38127,3700 MOUNTAIN TERRACE ST MEMPHIS TN 38127,35.227,-89.984,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,A,CRIMES AGAINST PERSONS,123,AUSTIN PEAY,720236,-10016973.0595419,4194772.48666006
2604026614ME,4/20/2026 1:33:00 AM,4/20/2026 2:13:00 AM,13B,200,RED OAK DR,200 RED OAK DR,MEMPHIS,TN,38112,200 RED OAK DR MEMPHIS TN 38112,35.138,-89.964,ASSAULT,SIMPLE ASSAULT,A,CRIMES AGAINST PERSONS,523,TILLMAN,720237,-10014746.6697261,4182650.64271029
2604026556ME,4/19/2026 9:00:00 PM,4/19/2026 10:32:00 PM,13B,5400,HUDGINS RD,5400 HUDGINS RD,MEMPHIS,TN,38116,5400 HUDGINS RD MEMPHIS TN 38116,35,-90.002,ASSAULT,SIMPLE ASSAULT,A,CRIMES AGAINST PERSONS,226,RAINES,720238,-10018976.8103762,4163881.14406429
2604026652ME,4/20/2026 1:00:00 AM,4/20/2026 5:04:00 AM,220,900,HIGHLAND ST,900 HIGHLAND ST,MEMPHIS,TN,38112,900 HIGHLAND ST MEMPHIS TN 38112,35.157,-89.944,BURG/BREAK & ENTER,BURG/BREAK & ENTER,A,CRIMES AGAINST PROPERTY,524,TILLMAN,720239,-10012520.2799102,4185237.3381493
2604026620ME,4/19/2026 11:30:00 PM,4/20/2026 2:26:00 AM,23F,1300,GETWELL RD,1300 GETWELL RD,MEMPHIS,TN,38111,1300 GETWELL RD MEMPHIS TN 38111,35.095,-89.932,LARCENY/THEFT,THEFT FROM A MOTOR VEHICLE,A,CRIMES AGAINST PROPERTY,322,MT MORIAH,720240,-10011184.4460207,4176798.77057317
2604026478ME,4/19/2026 5:50:00 PM,4/19/2026 6:08:00 PM,23C,1700,UNION AVE,1700 UNION AVE,MEMPHIS,TN,38104,1700 UNION AVE MEMPHIS TN 38104,35.135,-90.003,LARCENY/THEFT,SHOPLIFTING,A,CRIMES AGAINST PROPERTY,424,CRUMP,720243,-10019088.129867,4182242.27230941
2604026519ME,4/19/2026 8:00:00 PM,4/19/2026 8:50:00 PM,13B,2800,OVERLOOK CIR,2800 OVERLOOK CIR,MEMPHIS,TN,38119,2800 OVERLOOK CIR MEMPHIS TN 38119,35.07,-89.837,ASSAULT,SIMPLE ASSAULT,A,CRIMES AGAINST PERSONS,926,RIDGEWAY,720244,-10000609.0943953,4173397.93804609
2604026497ME,4/19/2026 7:00:00 PM,4/19/2026 7:36:00 PM,13B,6300,VILLAGE GROVE PL,6300 VILLAGE GROVE PL,MEMPHIS,TN,38118,6300 VILLAGE GROVE PL MEMPHIS TN 38118,35.054,-89.851,ASSAULT,SIMPLE ASSAULT,A,CRIMES AGAINST PERSONS,925,RIDGEWAY,720247,-10002167.5672664,4171221.95192971
2604026545ME,4/19/2026 10:00:00 PM,4/19/2026 10:09:00 PM,35A,0,S FRONT ST//DOCTOR MARTIN LUTHER KING JR AVE, S FRONT ST//DOCTOR MARTIN LUTHER KING JR AVE,MEMPHIS,TN,38103, S FRONT ST//DOCTOR MARTIN LUTHER KING JR AVE MEMPHIS TN 38103,35.14,-90.057,DRUG/NARCOTIC,DRUG/NARCOTIC VIOLS,A,CRIMES AGAINST SOCIETY,622,NORTH MAIN,720248,-10025099.3823698,4182922.89800471
2604026636ME,4/19/2026 10:00:00 PM,4/20/2026 3:40:00 AM,13C,2300,BOYLE AVE,2300 BOYLE AVE,MEMPHIS,TN,38114,2300 BOYLE AVE MEMPHIS TN 38114,35.098,-89.986,ASSAULT,INTIMIDATION,A,CRIMES AGAINST PERSONS,723,AIRWAYS,720249,-10017195.6985235,4177206.94053151
2604026535ME,4/19/2026 9:06:00 PM,4/19/2026 9:24:00 PM,13C,3500,TALL OAKS CIR,3500 TALL OAKS CIR,MEMPHIS,TN,882883,3500 TALL OAKS CIR MEMPHIS TN 882883,35.051,-89.899,ASSAULT,INTIMIDATION,A,CRIMES AGAINST PERSONS,325,MT MORIAH,720250,-10007510.9028245,4170814.00200148
2604026536ME,4/19/2026 9:20:00 PM,4/19/2026 9:33:00 PM,290,3000,SAINT CHARLES DR,3000 SAINT CHARLES DR,MEMPHIS,TN,38127,3000 SAINT CHARLES DR MEMPHIS TN 38127,35.209,-90.013,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,A,CRIMES AGAINST PROPERTY,122,AUSTIN PEAY,720251,-10020201.3247749,4192319.80646421
2604026643ME,4/20/2026 2:00:00 AM,4/20/2026 4:29:00 AM,240,5800,ASQUITH PL,5800 ASQUITH PL,MEMPHIS,TN,38118,5800 ASQUITH PL MEMPHIS TN 38118,35.073,-89.87,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,A,CRIMES AGAINST PROPERTY,324,MT MORIAH,720252,-10004282.6375915,4173805.98292869
2604026539ME,4/19/2026 9:15:00 PM,4/19/2026 9:37:00 PM,13C,300,CARBON RD,300 CARBON RD,MEMPHIS,TN,38109,300 CARBON RD MEMPHIS TN 38109,35.054,-90.077,ASSAULT,INTIMIDATION,A,CRIMES AGAINST PERSONS,222,RAINES,720254,-10027325.7721857,4171221.95192971
2604026528ME,4/19/2026 8:27:00 PM,4/19/2026 9:09:00 PM,13A,3200,KNIGHT TRAILS CIR,3200 KNIGHT TRAILS CIR,MEMPHIS,TN,38115,3200 KNIGHT TRAILS CIR MEMPHIS TN 38115,35.059,-89.85,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,A,CRIMES AGAINST PERSONS,925,RIDGEWAY,720255,-10002056.2477756,4171901.90178202
2604026689ME,4/20/2026 1:00:00 AM,4/20/2026 8:07:00 AM,240,700,MADISON AVE,700 MADISON AVE,MEMPHIS,TN,38103,700 MADISON AVE MEMPHIS TN 38103,35.141,-90.037,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,A,CRIMES AGAINST PROPERTY,624,NORTH MAIN,720256,-10022872.992554,4183059.02816032
2604026582ME,4/19/2026 11:23:00 PM,4/19/2026 11:38:00 PM,35A,4100,WEAVER RD,4100 WEAVER RD,MEMPHIS,TN,38109,4100 WEAVER RD MEMPHIS TN 38109,35.036,-90.099,DRUG/NARCOTIC,DRUG/NARCOTIC VIOLS,A,CRIMES AGAINST SOCIETY,221,RAINES,720257,-10029774.8009832,4168774.47708582
2604026590ME,4/19/2026 11:14:00 PM,4/20/2026 12:22:00 AM,23G,5900,PARK AVE,5900 PARK AVE,MEMPHIS,TN,38119,5900 PARK AVE MEMPHIS TN 38119,35.099,-89.863,LARCENY/THEFT,THEFT OF MV PARTS/ACCS,A,CRIMES AGAINST PROPERTY,326,MT MORIAH,720259,-10003503.4011559,4177343.00052184
2604026533ME,4/19/2026 8:50:00 PM,4/19/2026 9:22:00 PM,23C,3100,THOMAS RD,3100 THOMAS RD,MEMPHIS,TN,38127,3100 THOMAS RD MEMPHIS TN 38127,35.212,-90.032,LARCENY/THEFT,SHOPLIFTING,A,CRIMES AGAINST PROPERTY,121,AUSTIN PEAY,720260,-10022316.3951,4192728.54872882
2604026515ME,4/19/2026 8:07:00 PM,4/19/2026 8:33:00 PM,520,6000,MACON CV,6000 MACON CV,MEMPHIS,TN,38134,6000 MACON CV MEMPHIS TN 38134,35.163,-89.861,WEAPON LAW VIOLATION,WEAPON LAW VIOL,A,CRIMES AGAINST SOCIETY,823,APPLING FARMS,720262,-10003280.7621744,4186054.31484101
2604026609ME,4/20/2026 1:07:00 AM,4/20/2026 1:41:00 AM,13B,0,S SECOND ST//BEALE ST, S SECOND ST//BEALE ST,MEMPHIS,TN,38103, S SECOND ST//BEALE ST MEMPHIS TN 38103,35.14,-90.054,ASSAULT,SIMPLE ASSAULT,A,CRIMES AGAINST PERSONS,622,NORTH MAIN,720263,-10024765.4238975,4182922.89800471
2604026529ME,4/19/2026 9:00:00 PM,4/19/2026 9:11:00 PM,13A,0,COURT AVE,0 COURT AVE,MEMPHIS,TN,38107,0 COURT AVE MEMPHIS TN 38107,35.146,-90.053,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,A,CRIMES AGAINST PERSONS,623,NORTH MAIN,720264,-10024654.1044067,4183739.70402565
2604026602ME,4/20/2026 12:59:00 AM,4/20/2026 1:08:00 AM,290,300,WALDORF AVE,300 WALDORF AVE,MEMPHIS,TN,38109,300 WALDORF AVE MEMPHIS TN 38109,35.105,-90.073,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,A,CRIMES AGAINST PROPERTY,721,AIRWAYS,720266,-10026880.4942225,4178159.39551385
2604026463ME,4/19/2026 4:30:00 PM,4/19/2026 5:16:00 PM,290,3700,HACKS CROSS RD,3700 HACKS CROSS RD,MEMPHIS,TN,38125,3700 HACKS CROSS RD MEMPHIS TN 38125,35.046,-89.798,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,A,CRIMES AGAINST PROPERTY,926,RIDGEWAY,720271,-9996267.63425438,4170134.11875258
2604026517ME,4/19/2026 7:33:00 PM,4/19/2026 8:45:00 PM,35B,0,N//HORN LAKE RD,0 N//HORN LAKE RD,MEMPHIS,TN,38109,0 N//HORN LAKE RD MEMPHIS TN 38109,0,0,DRUG/NARCOTIC,DRUG/NARCOTIC EQUIQ VIOL,A,CRIMES AGAINST SOCIETY,222,RAINES,720273,0,0
2604026648ME,4/20/2026 3:40:00 AM,4/20/2026 4:47:00 AM,220,2700,CLAUDETTE ST,2700 CLAUDETTE ST,MEMPHIS,TN,38118,2700 CLAUDETTE ST MEMPHIS TN 38118,35.074,-89.926,BURG/BREAK & ENTER,BURG/BREAK & ENTER,A,CRIMES AGAINST PROPERTY,321,MT MORIAH,720274,-10010516.5290759,4173942.00122299
2604026573ME,4/19/2026 10:39:00 PM,4/19/2026 11:24:00 PM,120,0,NEW YORK ST//YOUNG AVE, NEW YORK ST//YOUNG AVE,MEMPHIS,TN,38104, NEW YORK ST//YOUNG AVE MEMPHIS TN 38104,35.12,-89.987,ROBBERY,ROBBERY,A,CRIMES AGAINST PROPERTY,424,CRUMP,720275,-10017307.0180143,4180200.6459643
2604026474ME,4/19/2026 5:40:00 PM,4/19/2026 5:52:00 PM,13C,4200,BISHOPS BRIDGE RD,4200 BISHOPS BRIDGE RD,MEMPHIS,TN,38118,4200 BISHOPS BRIDGE RD MEMPHIS TN 38118,35.034,-89.961,ASSAULT,INTIMIDATION,A,CRIMES AGAINST PERSONS,921,RIDGEWAY,720276,-10014412.7112537,4168502.56871985
2604026494ME,4/19/2026 7:00:00 PM,4/19/2026 7:33:00 PM,23C,1700,UNION AVE,1700 UNION AVE,MEMPHIS,TN,38104,1700 UNION AVE MEMPHIS TN 38104,35.135,-90.003,LARCENY/THEFT,SHOPLIFTING,A,CRIMES AGAINST PROPERTY,424,CRUMP,720278,-10019088.129867,4182242.27230941
2604026656ME,4/20/2026 3:00:00 AM,4/20/2026 5:28:00 AM,23F,1400,SOMERSET AVE,1400 SOMERSET AVE,MEMPHIS,TN,38104,1400 SOMERSET AVE MEMPHIS TN 38104,35.154,-90.012,LARCENY/THEFT,THEFT FROM A MOTOR VEHICLE,A,CRIMES AGAINST PROPERTY,425,CRUMP,720282,-10020090.0052841,4184828.87239948
2604026492ME,4/19/2026 6:58:00 PM,4/19/2026 7:25:00 PM,220,1400,GENESIS CIR,1400 GENESIS CIR,MEMPHIS,TN,38109,1400 GENESIS CIR MEMPHIS TN 38109,35.106,-90.032,BURG/BREAK & ENTER,BURG/BREAK & ENTER,A,CRIMES AGAINST PROPERTY,722,AIRWAYS,720283,-10022316.3951,4178295.4671883
2604026592ME,4/20/2026 12:00:00 AM,4/20/2026 12:25:00 AM,13B,3800,PATTE ANN DR,3800 PATTE ANN DR,MEMPHIS,TN,38116,3800 PATTE ANN DR MEMPHIS TN 38116,35.043,-90.014,ASSAULT,SIMPLE ASSAULT,A,CRIMES AGAINST PERSONS,225,RAINES,720285,-10020312.6442657,4169726.2087785
2604026544ME,4/19/2026 9:45:00 PM,4/19/2026 10:00:00 PM,13A,1400,KIMBALL AVE,1400 KIMBALL AVE,MEMPHIS,TN,381,1400 KIMBALL AVE MEMPHIS TN 381,35.097,-90.016,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,A,CRIMES AGAINST PERSONS,723,AIRWAYS,720289,-10020535.2832473,4177070.88221001
2604026688ME,4/20/2026 7:40:00 AM,4/20/2026 7:59:00 AM,290,2100,WINDING PATH DR,2100 WINDING PATH DR,MEMPHIS,TN,38133,2100 WINDING PATH DR MEMPHIS TN 38133,35.185,-89.826,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,A,CRIMES AGAINST PROPERTY,825,APPLING FARMS,720291,-9999384.57999659,4189050.41183115
2604026670ME,4/20/2026 4:20:00 AM,4/20/2026 6:51:00 AM,290,3400,AUSTIN PEAY HWY,3400 AUSTIN PEAY HWY,MEMPHIS,TN,38127,3400 AUSTIN PEAY HWY MEMPHIS TN 38127,35.217,-89.91,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,A,CRIMES AGAINST PROPERTY,126,AUSTIN PEAY,720293,-10008735.4172232,4193409.81940257
2604026613ME,4/20/2026 12:55:00 AM,4/20/2026 2:08:00 AM,220,900,PAR AVE,900 PAR AVE,MEMPHIS,TN,38127,900 PAR AVE MEMPHIS TN 38127,35.219,-90.033,BURG/BREAK & ENTER,BURG/BREAK & ENTER,A,CRIMES AGAINST PROPERTY,121,AUSTIN PEAY,720294,-10022427.7145908,4193682.33942212
2604026562ME,4/19/2026 10:30:00 PM,4/19/2026 10:52:00 PM,13B,4500,SUNNYBROOK DR,4500 SUNNYBROOK DR,MEMPHIS,TN,38127,4500 SUNNYBROOK DR MEMPHIS TN 38127,35.25,-89.977,ASSAULT,SIMPLE ASSAULT,A,CRIMES AGAINST PERSONS,123,AUSTIN PEAY,720297,-10016193.8231064,4197907.25885542
2604026526ME,4/19/2026 8:40:00 PM,4/19/2026 9:06:00 PM,13C,2100,SYCAMORE VIEW RD,2100 SYCAMORE VIEW RD,MEMPHIS,TN,38134,2100 SYCAMORE VIEW RD MEMPHIS TN 38134,35.184,-89.872,ASSAULT,INTIMIDATION,A,CRIMES AGAINST PERSONS,822,APPLING FARMS,720300,-10004505.2765731,4188914.20801286
2604026537ME,4/19/2026 9:20:00 PM,4/19/2026 9:33:00 PM,23C,1100,BELLEVUE BLVD,1100 BELLEVUE BLVD,MEMPHIS,TN,38106,1100 BELLEVUE BLVD MEMPHIS TN 38106,35.116,-90.021,LARCENY/THEFT,SHOPLIFTING,A,CRIMES AGAINST PROPERTY,422,CRUMP,720302,-10021091.8807013,4179656.2757682
2604026630ME,4/20/2026 2:00:00 AM,4/20/2026 2:58:00 AM,13B,3900,NEW COVINGTON PIKE,3900 NEW COVINGTON PIKE,MEMPHIS,TN,38127,3900 NEW COVINGTON PIKE MEMPHIS TN 38127,35.233,-89.894,ASSAULT,SIMPLE ASSAULT,A,CRIMES AGAINST PERSONS,126,AUSTIN PEAY,720303,-10006954.3053705,4195590.16762481
2604026550ME,4/19/2026 9:35:00 PM,4/19/2026 10:14:00 PM,13B,2800,KIRBY RD,2800 KIRBY RD,MEMPHIS,TN,38118,2800 KIRBY RD MEMPHIS TN 38118,35.072,-89.844,ASSAULT,SIMPLE ASSAULT,A,CRIMES AGAINST PERSONS,326,MT MORIAH,720304,-10001388.3308309,4173669.96630116
2604026649ME,4/20/2026 4:50:00 AM,4/20/2026 4:50:00 AM,13B,1100,WILSON ST,1100 WILSON ST,MEMPHIS,TN,38104,1100 WILSON ST MEMPHIS TN 38104,35.115,-90.018,ASSAULT,SIMPLE ASSAULT,A,CRIMES AGAINST PERSONS,422,CRUMP,720308,-10020757.9222289,4179520.18739516
2604026568ME,4/19/2026 10:35:00 PM,4/19/2026 11:10:00 PM,13B,1400,CORNING AVE,1400 CORNING AVE,MEMPHIS,TN,38127,1400 CORNING AVE MEMPHIS TN 38127,35.225,-90.015,ASSAULT,SIMPLE ASSAULT,A,CRIMES AGAINST PERSONS,121,AUSTIN PEAY,720309,-10020423.9637565,4194499.93977529
2604026507ME,4/19/2026 6:30:00 PM,4/19/2026 7:50:00 PM,13A,700,E BRENTWOOD CIR,700 E BRENTWOOD CIR,MEMPHIS,TN,38111,700 E BRENTWOOD CIR MEMPHIS TN 38111,35.113,-89.967,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,A,CRIMES AGAINST PERSONS,726,AIRWAYS,720310,-10015080.6281984,4179248.01565969
2604026596ME,4/19/2026 11:45:00 PM,4/20/2026 12:29:00 AM,23C,3900,AUSTIN PEAY HWY,3900 AUSTIN PEAY HWY,MEMPHIS,TN,38128,3900 AUSTIN PEAY HWY MEMPHIS TN 38128,35.232,-89.894,LARCENY/THEFT,SHOPLIFTING,A,CRIMES AGAINST PROPERTY,126,AUSTIN PEAY,720311,-10006954.3053705,4195453.88326453
2604026597ME,4/20/2026 12:19:00 AM,4/20/2026 12:25:00 AM,23C,1100,S BELLEVUE BLVD,1100 S BELLEVUE BLVD,MEMPHIS,TN,38106,1100 S BELLEVUE BLVD MEMPHIS TN 38106,35.116,-90.021,LARCENY/THEFT,SHOPLIFTING,A,CRIMES AGAINST PROPERTY,422,CRUMP,720312,-10021091.8807013,4179656.2757682
2604026651ME,4/20/2026 4:40:00 AM,4/20/2026 5:02:00 AM,13A,6100,SHELBY OAKS DR,6100 SHELBY OAKS DR,MEMPHIS,TN,38134,6100 SHELBY OAKS DR MEMPHIS TN 38134,35.167,-89.859,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,A,CRIMES AGAINST PERSONS,823,APPLING FARMS,720313,-10003058.1231928,4186598.99945157
2604026510ME,4/19/2026 4:30:00 PM,4/19/2026 8:06:00 PM,23F,1000,W SHELBY DRIVE ,1000 W SHELBY DRIVE ,MEMPHIS,TN,,1000 W SHELBY DRIVE MEMPHIS TN ,35.021,-90.097,LARCENY/THEFT,THEFT FROM A MOTOR VEHICLE,A,CRIMES AGAINST PROPERTY,221,RAINES,720317,-10029552.1620016,4166735.32650928
2604026671ME,4/19/2026 10:00:00 PM,4/20/2026 6:50:00 AM,13A,700,FLYNN RD,700 FLYNN RD,MEMPHIS,TN,38109,700 FLYNN RD MEMPHIS TN 38109,35.065,-90.088,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,A,CRIMES AGAINST PERSONS,222,RAINES,720319,-10028550.2865844,4172717.89657114
2604026461ME,4/19/2026 4:45:00 PM,4/19/2026 5:06:00 PM,13B,3100,DOMAR ST,3100 DOMAR ST,MEMPHIS,TN,38111,3100 DOMAR ST MEMPHIS TN 38111,35.063,-89.888,ASSAULT,SIMPLE ASSAULT,A,CRIMES AGAINST PERSONS,324,MT MORIAH,720320,-10006286.3884258,4172445.89164452
2604026577ME,4/19/2026 10:50:00 PM,4/19/2026 11:37:00 PM,13B,2500,WATKINS ST,2500 WATKINS ST,MEMPHIS,TN,38127,2500 WATKINS ST MEMPHIS TN 38127,35.195,-90.008,ASSAULT,SIMPLE ASSAULT,A,CRIMES AGAINST PERSONS,122,AUSTIN PEAY,720321,-10019644.727321,4190412.54220841
2604026517ME,4/19/2026 7:33:00 PM,4/19/2026 8:45:00 PM,35A,0,N//HORN LAKE RD,0 N//HORN LAKE RD,MEMPHIS,TN,38109,0 N//HORN LAKE RD MEMPHIS TN 38109,0,0,DRUG/NARCOTIC,DRUG/NARCOTIC VIOLS,A,CRIMES AGAINST SOCIETY,222,RAINES,720323,0,0
2604026544ME,4/19/2026 9:45:00 PM,4/19/2026 10:00:00 PM,520,1400,KIMBALL AVE,1400 KIMBALL AVE,MEMPHIS,TN,381,1400 KIMBALL AVE MEMPHIS TN 381,35.097,-90.016,WEAPON LAW VIOLATION,WEAPON LAW VIOL,A,CRIMES AGAINST SOCIETY,723,AIRWAYS,720325,-10020535.2832473,4177070.88221001
2604026490ME,4/19/2026 6:00:00 PM,4/19/2026 7:35:00 PM,290,3400,EMILY PL,3400 EMILY PL,MEMPHIS,TN,38115,3400 EMILY PL MEMPHIS TN 38115,35.055,-89.851,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,A,CRIMES AGAINST PROPERTY,925,RIDGEWAY,720330,-10002167.5672664,4171357.93856942
2604026667ME,4/20/2026 12:00:00 AM,4/20/2026 6:41:00 AM,13B,3200,DANVILLE CIR,3200 DANVILLE CIR,MEMPHIS,TN,38118,3200 DANVILLE CIR MEMPHIS TN 38118,35.061,-89.917,ASSAULT,SIMPLE ASSAULT,A,CRIMES AGAINST PERSONS,325,MT MORIAH,720332,-10009514.6536588,4172173.8933817
2604026486ME,4/19/2026 6:00:00 PM,4/19/2026 7:13:00 PM,23C,4700,NEELY RD,4700 NEELY RD,MEMPHIS,TN,38116,4700 NEELY RD MEMPHIS TN 38116,35.019,-90.057,LARCENY/THEFT,SHOPLIFTING,A,CRIMES AGAINST PROPERTY,223,RAINES,720336,-10025099.3823698,4166463.46803425
2604026466ME,4/19/2026 4:40:00 PM,4/19/2026 5:20:00 PM,35A,0,SYCAMORE VIEW RD//SHELBY OAKS DR, SYCAMORE VIEW RD//SHELBY OAKS DR,MEMPHIS,TN,38134, SYCAMORE VIEW RD//SHELBY OAKS DR MEMPHIS TN 38134,35.168,-89.865,DRUG/NARCOTIC,DRUG/NARCOTIC VIOLS,A,CRIMES AGAINST SOCIETY,822,APPLING FARMS,720338,-10003726.0401375,4186735.17479031
2604026563ME,4/19/2026 6:00:00 PM,4/19/2026 10:57:00 PM,290,300,WILLIFORD ST,300 WILLIFORD ST,MEMPHIS,TN,38112,300 WILLIFORD ST MEMPHIS TN 38112,35.145,-89.979,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,A,CRIMES AGAINST PROPERTY,523,TILLMAN,720339,-10016416.462088,4183603.56550734
2604026453ME,4/19/2026 4:15:00 PM,4/19/2026 4:29:00 PM,13B,3300,DUNGREEN ST,3300 DUNGREEN ST,MEMPHIS,TN,38104,3300 DUNGREEN ST MEMPHIS TN 38104,35.056,-89.912,ASSAULT,SIMPLE ASSAULT,A,CRIMES AGAINST PERSONS,325,MT MORIAH,720340,-10008958.0562048,4171493.92687443
2604026555ME,4/19/2026 10:00:00 PM,4/19/2026 10:27:00 PM,13A,1400,UNION AVE,1400 UNION AVE,MEMPHIS,TN,38104,1400 UNION AVE MEMPHIS TN 38104,35.136,-90.014,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,A,CRIMES AGAINST PERSONS,423,CRUMP,720343,-10020312.6442657,4182378.39410438
2604026611ME,4/20/2026 1:30:00 AM,4/20/2026 1:54:00 AM,23C,500,GERMANTOWN PKWY,500 GERMANTOWN PKWY,MEMPHIS,TN,38018,500 GERMANTOWN PKWY MEMPHIS TN 38018,35.141,-89.798,LARCENY/THEFT,SHOPLIFTING,A,CRIMES AGAINST PROPERTY,824,APPLING FARMS,720346,-9996267.63425438,4183059.02816032
2604026519ME,4/19/2026 8:00:00 PM,4/19/2026 8:50:00 PM,13A,2800,OVERLOOK CIR,2800 OVERLOOK CIR,MEMPHIS,TN,38119,2800 OVERLOOK CIR MEMPHIS TN 38119,35.07,-89.837,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,A,CRIMES AGAINST PERSONS,926,RIDGEWAY,720347,-10000609.0943953,4173397.93804609
2604026639ME,4/20/2026 3:00:00 AM,4/20/2026 3:50:00 AM,23D,3800,WALSINGHAM DR,3800 WALSINGHAM DR,MEMPHIS,TN,38128,3800 WALSINGHAM DR MEMPHIS TN 38128,35.247,-89.933,LARCENY/THEFT,THEFT FROM A BUILDING,A,CRIMES AGAINST PROPERTY,125,AUSTIN PEAY,720353,-10011295.7655115,4197498.32510521
2604026657ME,4/20/2026 5:20:00 AM,4/20/2026 5:35:00 AM,13A,1300,WEYMOUTH ST,1300 WEYMOUTH ST,MEMPHIS,TN,38108,1300 WEYMOUTH ST MEMPHIS TN 38108,35.168,-89.922,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,A,CRIMES AGAINST PERSONS,525,TILLMAN,720358,-10010071.2511127,4186735.17479031
